#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Rank-255: (1) 50 | (2) 3387 | (3)1.47623/100 | (4) 14 | (5) 473.888 | (6) 66.2044 | (7) 0.000145978 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 86.8167/100| (15)0 | (16) 1
Rank-458: (1) 97 | (2) 4039 | (3)2.40158/100 | (4) 17 | (5) 385.267 | (6) 105.966 | (7) 0.000226715 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 78.9389/100| (15)0 | (16) 1
Rank-444: (1) 70 | (2) 3752 | (3)1.86567/100 | (4) 16 | (5) 535.974 | (6) 38.0421 | (7) 0.000165939 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 92.283/100| (15)0 | (16) 1
Rank-319: (1) 68 | (2) 4624 | (3)1.47059/100 | (4) 14 | (5) 197.138 | (6) 196.006 | (7) 0.000208202 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 63.1833/100| (15)0 | (16) 1
Rank-476: (1) 0 | (2) 5116 | (3)0/100 | (4) 31 | (5) 11.579 | (6) 279.409 | (7) 0.00013526 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-627: (1) 46 | (2) 2673 | (3)1.72091/100 | (4) 16 | (5) 570.616 | (6) 21.1848 | (7) 2.6815e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 95.0161/100| (15)0 | (16) 1
Rank-560: (1) 1 | (2) 4649 | (3)0.02151/100 | (4) 32 | (5) 11.7223 | (6) 279.883 | (7) 0.00016244 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-595: (1) 36 | (2) 3244 | (3)1.10974/100 | (4) 16 | (5) 585.72 | (6) 14.8725 | (7) 0.00016676 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 96.463/100| (15)0 | (16) 1
Rank-68: (1) 108 | (2) 5268 | (3)2.05011/100 | (4) 38 | (5) 193.992 | (6) 200.791 | (7) 0.000112683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 63.3441/100| (15)0 | (16) 1
Rank-149: (1) 0 | (2) 3616 | (3)0/100 | (4) 30 | (5) 11.537 | (6) 280.553 | (7) 0.000115156 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-37: (1) 58 | (2) 3316 | (3)1.7491/100 | (4) 15 | (5) 536.575 | (6) 37.5528 | (7) 9.1851e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 92.283/100| (15)0 | (16) 1
Rank-191: (1) 89 | (2) 4142 | (3)2.14872/100 | (4) 16 | (5) 371.525 | (6) 113.238 | (7) 0.000123477 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 77.8135/100| (15)0 | (16) 1
Rank-418: (1) 1 | (2) 3160 | (3)0.0316456/100 | (4) 31 | (5) 11.3666 | (6) 283.26 | (7) 0.000137178 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.2669/100| (15)0 | (16) 1
Rank-668: (1) 0 | (2) 5063 | (3)0/100 | (4) 30 | (5) 11.6492 | (6) 281.892 | (7) 0.000162774 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.1061/100| (15)0 | (16) 1
Rank-94: (1) 95 | (2) 4295 | (3)2.21187/100 | (4) 16 | (5) 252.571 | (6) 169.392 | (7) 0.000164812 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 67.6849/100| (15)0 | (16) 1
Rank-289: (1) 82 | (2) 3451 | (3)2.37612/100 | (4) 15 | (5) 419.988 | (6) 93.5888 | (7) 0.000150526 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 82.4759/100| (15)0 | (16) 1
Rank-347: (1) 53 | (2) 3358 | (3)1.57832/100 | (4) 14 | (5) 300.418 | (6) 144.414 | (7) 0.000148411 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 71.3826/100| (15)0 | (16) 1
Rank-202: (1) 86 | (2) 3868 | (3)2.22337/100 | (4) 16 | (5) 495.874 | (6) 58.3269 | (7) 0.000218461 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 89.0675/100| (15)0 | (16) 1
Rank-530: (1) 47 | (2) 3000 | (3)1.56667/100 | (4) 16 | (5) 517.771 | (6) 46.3782 | (7) 0.000220744 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 90.6752/100| (15)0 | (16) 1
Rank-128: (1) 5 | (2) 3307 | (3)0.151194/100 | (4) 35 | (5) 12.7044 | (6) 278.958 | (7) 0.000189564 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.7846/100| (15)0 | (16) 1
Rank-381: (1) 47 | (2) 4140 | (3)1.13527/100 | (4) 77 | (5) 18.8031 | (6) 273.279 | (7) 0.000148501 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.9453/100| (15)0 | (16) 1
Rank-548: (1) 0 | (2) 1924 | (3)0/100 | (4) 30 | (5) 12.124 | (6) 278.175 | (7) 0.000170965 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-234: (1) 20 | (2) 5444 | (3)0.367377/100 | (4) 51 | (5) 12.1984 | (6) 284.296 | (7) 0.000158785 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.5884/100| (15)0 | (16) 1
Rank-253: (1) 53 | (2) 3837 | (3)1.38129/100 | (4) 15 | (5) 375.909 | (6) 108.977 | (7) 0.000153421 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 77.8135/100| (15)0 | (16) 1
Rank-448: (1) 124 | (2) 4299 | (3)2.88439/100 | (4) 16 | (5) 424.535 | (6) 89.4874 | (7) 0.000141563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 82.6367/100| (15)0 | (16) 1
Rank-430: (1) 32 | (2) 3138 | (3)1.01976/100 | (4) 16 | (5) 572.023 | (6) 20.6269 | (7) 8.837e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 95.1768/100| (15)0 | (16) 1
Rank-327: (1) 1 | (2) 3463 | (3)0.0288767/100 | (4) 32 | (5) 11.5812 | (6) 280.566 | (7) 0.00015359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-488: (1) 130 | (2) 4531 | (3)2.86912/100 | (4) 23 | (5) 271.92 | (6) 157.102 | (7) 0.000158824 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 68.9711/100| (15)0 | (16) 1
Rank-623: (1) 156 | (2) 4294 | (3)3.63298/100 | (4) 19 | (5) 206.572 | (6) 189.385 | (7) 0.00011505 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 63.5048/100| (15)0 | (16) 1
Rank-567: (1) 2 | (2) 1978 | (3)0.101112/100 | (4) 33 | (5) 11.7673 | (6) 279.757 | (7) 0.00016648 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-604: (1) 61 | (2) 3433 | (3)1.77687/100 | (4) 16 | (5) 485.488 | (6) 60.7672 | (7) 0.000145896 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 87.7814/100| (15)0 | (16) 1
Rank-58: (1) 36 | (2) 5154 | (3)0.698487/100 | (4) 66 | (5) 12.6044 | (6) 279.722 | (7) 0.000184127 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-152: (1) 37 | (2) 4669 | (3)0.792461/100 | (4) 66 | (5) 12.4498 | (6) 289.859 | (7) 0.000114725 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 48.5531/100| (15)0 | (16) 1
Rank-54: (1) 55 | (2) 5364 | (3)1.02535/100 | (4) 18 | (5) 148.738 | (6) 228.022 | (7) 0.000149337 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 60.4502/100| (15)0 | (16) 1
Rank-190: (1) 127 | (2) 4533 | (3)2.80168/100 | (4) 17 | (5) 196.93 | (6) 195.934 | (7) 0.00017566 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 63.0225/100| (15)0 | (16) 1
Rank-408: (1) 0 | (2) 3918 | (3)0/100 | (4) 31 | (5) 11.5675 | (6) 278.901 | (7) 0.000144518 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-661: (1) 60 | (2) 3842 | (3)1.56169/100 | (4) 49 | (5) 160.721 | (6) 210.87 | (7) 0.000111678 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 59.6463/100| (15)0 | (16) 1
Rank-97: (1) 45 | (2) 2323 | (3)1.93715/100 | (4) 16 | (5) 510.645 | (6) 50.4843 | (7) 0.000137241 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 90.1929/100| (15)0 | (16) 1
Rank-283: (1) 71 | (2) 3503 | (3)2.02683/100 | (4) 14 | (5) 343.114 | (6) 125.003 | (7) 0.000125031 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 75.2412/100| (15)0 | (16) 1
Rank-344: (1) 26 | (2) 3550 | (3)0.732394/100 | (4) 14 | (5) 493.041 | (6) 57.7037 | (7) 0.00017051 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 88.4244/100| (15)0 | (16) 1
Rank-223: (1) 2 | (2) 897 | (3)0.222965/100 | (4) 33 | (5) 12.2171 | (6) 281.794 | (7) 0.000225277 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 47.2669/100| (15)0 | (16) 1
Rank-511: (1) 80 | (2) 3759 | (3)2.12823/100 | (4) 40 | (5) 132.988 | (6) 222.417 | (7) 0.000167355 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 57.074/100| (15)0 | (16) 1
Rank-129: (1) 1 | (2) 998 | (3)0.1002/100 | (4) 31 | (5) 12.4518 | (6) 280.503 | (7) 0.000145562 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-366: (1) 69 | (2) 4238 | (3)1.62813/100 | (4) 14 | (5) 468.573 | (6) 70.8236 | (7) 0.000156229 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 86.6559/100| (15)0 | (16) 1
Rank-550: (1) 1 | (2) 5511 | (3)0.0181455/100 | (4) 31 | (5) 11.8086 | (6) 279.439 | (7) 0.000232309 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-235: (1) 106 | (2) 3324 | (3)3.18893/100 | (4) 136 | (5) 31.3986 | (6) 266.205 | (7) 0.00014753 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.7492/100| (15)0 | (16) 1
Rank-252: (1) 72 | (2) 4081 | (3)1.76427/100 | (4) 15 | (5) 455.2 | (6) 75.1623 | (7) 0.0001531 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 85.209/100| (15)0 | (16) 1
Rank-463: (1) 124 | (2) 5499 | (3)2.25496/100 | (4) 82 | (5) 131.109 | (6) 219.093 | (7) 0.000105452 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 56.2701/100| (15)0 | (16) 1
Rank-447: (1) 79 | (2) 4380 | (3)1.80365/100 | (4) 17 | (5) 237.732 | (6) 171.82 | (7) 0.000139736 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 65.7556/100| (15)0 | (16) 1
Rank-309: (1) 81 | (2) 4223 | (3)1.91807/100 | (4) 45 | (5) 87.3912 | (6) 247.409 | (7) 0.000176541 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 53.6977/100| (15)0 | (16) 1
Rank-485: (1) 102 | (2) 5047 | (3)2.021/100 | (4) 128 | (5) 15.5505 | (6) 272.593 | (7) 0.000131041 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.3023/100| (15)0 | (16) 1
Rank-632: (1) 0 | (2) 613 | (3)0/100 | (4) 31 | (5) 12.3644 | (6) 277.926 | (7) 0.000138455 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.6238/100| (15)0 | (16) 1
Rank-571: (1) 1 | (2) 5048 | (3)0.0198098/100 | (4) 30 | (5) 11.4962 | (6) 284.874 | (7) 0.000147555 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.5884/100| (15)0 | (16) 1
Rank-611: (1) 116 | (2) 4176 | (3)2.77778/100 | (4) 16 | (5) 286.733 | (6) 154.279 | (7) 0.000165612 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 70.9003/100| (15)0 | (16) 1
Rank-59: (1) 0 | (2) 5471 | (3)0/100 | (4) 30 | (5) 11.7097 | (6) 280.706 | (7) 0.000154466 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-153: (1) 73 | (2) 5848 | (3)1.24829/100 | (4) 51 | (5) 76.8619 | (6) 248.905 | (7) 0.000142863 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 52.2508/100| (15)0 | (16) 1
Rank-32: (1) 119 | (2) 4523 | (3)2.631/100 | (4) 16 | (5) 457.579 | (6) 77.5607 | (7) 0.000174715 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 86.0129/100| (15)0 | (16) 1
Rank-182: (1) 56 | (2) 4511 | (3)1.24141/100 | (4) 16 | (5) 403.374 | (6) 97.7754 | (7) 0.000161217 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 80.5466/100| (15)0 | (16) 1
Rank-410: (1) 2 | (2) 4728 | (3)0.0423012/100 | (4) 32 | (5) 11.901 | (6) 284.488 | (7) 0.000184176 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.5884/100| (15)0 | (16) 1
Rank-647: (1) 1 | (2) 3068 | (3)0.0325945/100 | (4) 32 | (5) 12.164 | (6) 281.527 | (7) 0.000134891 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.1061/100| (15)0 | (16) 1
Rank-96: (1) 87 | (2) 4093 | (3)2.12558/100 | (4) 16 | (5) 407.778 | (6) 97.9585 | (7) 0.000107154 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 81.1897/100| (15)0 | (16) 1
Rank-301: (1) 104 | (2) 3849 | (3)2.702/100 | (4) 20 | (5) 266.049 | (6) 165.775 | (7) 0.000195434 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 69.2926/100| (15)0 | (16) 1
Rank-363: (1) 78 | (2) 4199 | (3)1.85759/100 | (4) 14 | (5) 367.996 | (6) 115.612 | (7) 0.000151959 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 77.6527/100| (15)0 | (16) 1
Rank-209: (1) 96 | (2) 3762 | (3)2.55183/100 | (4) 16 | (5) 457.593 | (6) 74.076 | (7) 0.000105334 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 85.3698/100| (15)0 | (16) 1
Rank-527: (1) 33 | (2) 4157 | (3)0.793842/100 | (4) 15 | (5) 534.611 | (6) 39.5781 | (7) 0.000204011 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 92.283/100| (15)0 | (16) 1
Rank-130: (1) 2 | (2) 1246 | (3)0.160514/100 | (4) 32 | (5) 12.5226 | (6) 276.47 | (7) 0.000149551 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.3023/100| (15)0 | (16) 1
Rank-374: (1) 74 | (2) 4387 | (3)1.6868/100 | (4) 14 | (5) 177.727 | (6) 199.788 | (7) 0.000160093 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 60.6109/100| (15)0 | (16) 1
Rank-536: (1) 53 | (2) 3602 | (3)1.4714/100 | (4) 15 | (5) 390.087 | (6) 106.665 | (7) 0.000163616 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 79.7428/100| (15)0 | (16) 1
Rank-236: (1) 1 | (2) 4649 | (3)0.02151/100 | (4) 31 | (5) 11.2711 | (6) 277.483 | (7) 0.000122605 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.3023/100| (15)0 | (16) 1
Rank-260: (1) 96 | (2) 4417 | (3)2.17342/100 | (4) 14 | (5) 344.611 | (6) 124.428 | (7) 0.000150583 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 75.4019/100| (15)0 | (16) 1
Rank-453: (1) 66 | (2) 3752 | (3)1.75906/100 | (4) 17 | (5) 524.471 | (6) 42.5459 | (7) 8.2758e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 91.1576/100| (15)0 | (16) 1
Rank-425: (1) 68 | (2) 3711 | (3)1.83239/100 | (4) 16 | (5) 486.163 | (6) 64.5505 | (7) 0.000223062 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 88.4244/100| (15)0 | (16) 1
Rank-318: (1) 50 | (2) 4537 | (3)1.10205/100 | (4) 79 | (5) 14.9787 | (6) 273.892 | (7) 0.000154576 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.3023/100| (15)0 | (16) 1
Rank-489: (1) 78 | (2) 4408 | (3)1.76951/100 | (4) 16 | (5) 262.001 | (6) 154.664 | (7) 0.000130825 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 66.881/100| (15)0 | (16) 1
Rank-638: (1) 0 | (2) 856 | (3)0/100 | (4) 31 | (5) 12.2186 | (6) 284.464 | (7) 0.000142962 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 47.5884/100| (15)0 | (16) 1
Rank-561: (1) 0 | (2) 4064 | (3)0/100 | (4) 31 | (5) 11.7854 | (6) 279.924 | (7) 0.000138237 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-607: (1) 94 | (2) 4362 | (3)2.15497/100 | (4) 16 | (5) 251.614 | (6) 173.337 | (7) 0.000145913 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 68.1672/100| (15)0 | (16) 1
Wed Aug  3 19:12:05 2022	process 0 - Performed 42392774 patch updates in 622.443 seconds.
Wed Aug  3 19:12:05 2022	process 0 - Performed 2649548375000 cell updates in 622.443 seconds.
Wed Aug  3 19:12:05 2022	process 0 - => 4.2567e+09 CellUpdates/s
Wed Aug  3 19:12:05 2022	process 0 - => 1.14931e+12 FlOps/s
Rank-71: (1) 80 | (2) 5007 | (3)1.59776/100 | (4) 15 | (5) 190.175 | (6) 197.897 | (7) 0.000147699 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 62.3794/100| (15)0 | (16) 1
Rank-154: (1) 9 | (2) 5814 | (3)0.154799/100 | (4) 40 | (5) 11.6198 | (6) 280.461 | (7) 0.000227781 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.9453/100| (15)0 | (16) 1
Rank-31: (1) 68 | (2) 4233 | (3)1.60643/100 | (4) 16 | (5) 522.101 | (6) 43.9622 | (7) 0.000172796 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 90.9968/100| (15)0 | (16) 1
Rank-175: (1) 39 | (2) 3284 | (3)1.18758/100 | (4) 15 | (5) 554.818 | (6) 28.2258 | (7) 0.000144229 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 93.7299/100| (15)0 | (16) 1
Rank-411: (1) 83 | (2) 5620 | (3)1.47687/100 | (4) 111 | (5) 15.8232 | (6) 275.953 | (7) 9.2839e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-663: (1) 67 | (2) 3870 | (3)1.73127/100 | (4) 33 | (5) 131.62 | (6) 221.536 | (7) 9.8601e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 56.7524/100| (15)0 | (16) 1
Rank-99: (1) 57 | (2) 3428 | (3)1.66278/100 | (4) 16 | (5) 464.921 | (6) 71.1734 | (7) 0.000138033 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 86.1736/100| (15)0 | (16) 1
Rank-284: (1) 46 | (2) 4103 | (3)1.12113/100 | (4) 14 | (5) 238.229 | (6) 176.716 | (7) 0.000220232 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 66.5595/100| (15)0 | (16) 1
Rank-359: (1) 97 | (2) 4517 | (3)2.14744/100 | (4) 14 | (5) 395.297 | (6) 102.067 | (7) 0.000129536 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 79.9035/100| (15)0 | (16) 1
Rank-214: (1) 39 | (2) 5413 | (3)0.720488/100 | (4) 70 | (5) 13.1848 | (6) 277.379 | (7) 0.000236866 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.6238/100| (15)0 | (16) 1
Rank-509: (1) 68 | (2) 4839 | (3)1.40525/100 | (4) 15 | (5) 257.126 | (6) 164.239 | (7) 0.000204331 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 67.6849/100| (15)0 | (16) 1
Rank-131: (1) 5 | (2) 4230 | (3)0.118203/100 | (4) 34 | (5) 12.6254 | (6) 277.532 | (7) 0.000140563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.6238/100| (15)0 | (16) 1
Rank-382: (1) 80 | (2) 4360 | (3)1.83486/100 | (4) 26 | (5) 194.246 | (6) 194.315 | (7) 0.000155806 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 62.3794/100| (15)0 | (16) 1
Rank-551: (1) 145 | (2) 4689 | (3)3.09234/100 | (4) 60 | (5) 64.5457 | (6) 246.756 | (7) 0.000126445 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 50/100| (15)0 | (16) 1
Rank-237: (1) 1 | (2) 3374 | (3)0.0296384/100 | (4) 31 | (5) 11.4576 | (6) 277.909 | (7) 0.000162077 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.463/100| (15)0 | (16) 1
Rank-273: (1) 31 | (2) 2316 | (3)1.33851/100 | (4) 15 | (5) 527.932 | (6) 42.1409 | (7) 0.000138954 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 91.6399/100| (15)0 | (16) 1
Rank-464: (1) 33 | (2) 5226 | (3)0.631458/100 | (4) 64 | (5) 14.1507 | (6) 277.122 | (7) 0.000143685 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 46.7846/100| (15)0 | (16) 1
Rank-441: (1) 72 | (2) 3387 | (3)2.12578/100 | (4) 16 | (5) 562.927 | (6) 25.5583 | (7) 0.000173022 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 94.5338/100| (15)0 | (16) 1
Rank-310: (1) 87 | (2) 4535 | (3)1.91841/100 | (4) 51 | (5) 96.4345 | (6) 240.322 | (7) 0.000172476 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 54.0193/100| (15)0 | (16) 1
Rank-493: (1) 122 | (2) 4177 | (3)2.92076/100 | (4) 16 | (5) 392.303 | (6) 104.317 | (7) 0.000133358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.442 | (14) 79.7428/100| (15)0 | (16) 1
Rank-631: (1) 0 | (2) 1251 | (3)0/100 | (4) 29 | (5) 12.5611 | (6) 278.273 | (7) 0.000100499 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 622.441 | (14) 46.6238/100| (15)0 | (16) 1
